id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,popularity2,rating,totalVotes,sequel,release_year,release_month,release_day,release_dayofweek,num_of_keywords,all_keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,num_of_languages,all_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,Science Fiction,Mystery,Foreign,Fantasy,War,Western,History,TV Movie
135,,10000000,"['Comedy', 'Romance']",http://www.runfatboyrunmovie.com/,tt0425413,en,Run Fatboy Run,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",11.840494999999999,/s6ehbUfScpU0408ahsxCzlUwAzG.jpg,"['Entertainment Films', 'Material Entertainment', 'Beech Hill Films']",['United Kingdom'],9/6/2007,100.0,['English'],Released,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run","['father son relationship', 'new love', 'fianc√©', 'training', 'rent', 'jogging', 'marathon', 'wedding', 'pregnancy']","['Simon Pegg', 'Thandie Newton', 'Hank Azaria']",['David Schwimmer'],33000000,7.935,6.2,342.0,0,2007,9,6,3,9,father son relationship fianc√© jogging marathon new love pregnancy rent training wedding,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,2000000,"['Adventure', 'Comedy', 'Drama']",,tt0466399,en,Ten Canoes,"A story within a story within a story. In Australia's Northern Territory, an Aboriginal narrator tells a story about his ancestors on a goose hunt. A youngster on the hunt is being tempted to adultery with his elder brother's wife, so an elder tells him a story from the mythical past about how evil can slip in and cause havoc unless prevented by virtue according to customary tribal law.",1.372493,/eIYjI4dZzdajybjkj2EYIAOK8w8.jpg,"['Fandango', 'Vertigo Productions', 'SBS Independent', 'Adelaide Film Festival']",['Australia'],6/29/2006,90.0,['English'],Released,"Ten canoes, three wives, one hundred and fifty spears...trouble",Ten Canoes,"['male nudity', 'female nudity', 'nudity', 'swamp', 'canoe', 'australia', 'tribe', 'hunting', 'death', 'storytelling', 'native peoples', 'hunt', 'australian aborigine']","['Crusoe Kurddal', 'Jamie Gulpilil', 'Richard Birrinbirrin']","['Rolf de Heer', 'Peter Djigirr']",300000,2.334,6.9,24.0,0,2006,6,29,3,13,australia australian aborigine canoe death female nudity hunt hunting male nudity native peoples nudity storytelling swamp tribe,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,"[{'id': 255478, 'name': ""Cowgirls n' Angels Collection"", 'poster_path': '/p8hwMZbeNe6qQFlblm1DjKrvYOu.jpg', 'backdrop_path': None}]",0,"['Drama', 'Family']",http://www.facebook.com/cowgirlsnangels,tt1894561,en,Cowgirls n' Angels,A group of rodeo trick-riders recruits a young girl to join them.,2.490032,/ctSRKSeB57JQSvvGvdBoWgFxniy.jpg,[],['United States of America'],5/25/2012,92.0,['English'],Released,Dreams come true.,Cowgirls n' Angels,"['rodeo', 'texas', 'horse', 'girl', 'cowgirl', 'missing father']","['Alicia Witt', 'Jackson Rathbone']",['Timothy Armstrong'],120680,3.01,5.3,29.0,1,2012,5,25,4,6,cowgirl girl horse missing father rodeo texas,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,9000000,['Comedy'],,tt0110759,en,PCU,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",8.888278,/mDE7u5D9vJuMiwlFDXJa92PwplV.jpg,['Paul Schiff Productions'],['United States of America'],4/29/1994,79.0,['English'],Released,Flunk 'em if they can't take a joke.,PCU,"['mascot', 'beer keg', 'political correctness', 'ultimate frisbee', 'funky music', 'fund raiser', 'stage diving']","['Jeremy Piven', 'Chris Young', 'David Spade']",['Hart Bochner'],4350774,2.964,6.3,54.0,0,1994,4,29,4,7,beer keg fund raiser funky music mascot political correctness stage diving ultimate frisbee,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,,0,['Thriller'],http://www.frozen-film.com/,tt1323045,en,Frozen,Three skiers are stranded on a chairlift and forced to make life-or-death choices that prove more perilous than staying put and freezing to death.,10.245682,/lfZNJlAZoheNVHPBhTTlpkBQj4B.jpg,"['ArieScope Pictures', 'A Bigger Boat']",['United States of America'],2/5/2010,93.0,['English'],Released,No one knows you're up there,Frozen,"['loss of lover', 'mountain', 'winter', 'wolf', 'conversation', 'death of a friend', 'aggression by animal', 'cold', 'horror', 'fall from height', 'suspense', 'snow', 'best friend', 'animal attack', 'ski lift', 'frostbite']","['Emma Bell', 'Shawn Ashmore', 'Kevin Zegers']",['Adam Green'],3065860,7.784,5.8,923.0,0,2010,2,5,4,16,aggression by animal animal attack best friend cold conversation death of a friend fall from height frostbite horror loss of lover mountain ski lift snow suspense winter wolf,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"[{'id': 748, 'name': 'X-Men Collection', 'poster_path': '/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', 'backdrop_path': '/Abnosho2v3bcdvDww6T7Hfeczm1.jpg'}]",110000000,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",,tt0290334,en,X2,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",0.9130959999999999,/8TAPuoephNAiRGgBobP4xQl0QGK.jpg,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'Marvel Enterprises', 'XM2 Productions', 'XF2 Canada Productions']",['United States of America'],4/24/2003,133.0,"['English', 'Deutsch', 'Italiano']",Released,The time has come for those who are different to stand united.,X2,"['mutant', 'marvel comic', 'superhero', 'based on comic', 'superhuman']","['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",['Bryan Singer'],407711549,1.037,6.9,5704.0,1,2003,4,24,3,5,based on comic marvel comic mutant superhero superhuman,0,0,0,0,0,0,0,0,0,0,3,Deutsch English Italiano,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
141,,14320000,"['Drama', 'Music', 'Romance']",,tt0063642,en,Star!,Gertrude Lawrence rises to stage stardom at the cost of happiness.,0.5853970000000001,/e4I6LDDCaQxBESDtPo0yemtF4JL.jpg,"['Twentieth Century Fox Film Corporation', 'Robert Wise Productions']",['United States of America'],7/18/1968,176.0,['English'],Released,Happiness is a girl called Julie!,Star!,"['musical', 'singing', 'actress']","['Julie Andrews', 'Richard Crenna', 'Michael Craig']",['Robert Wise'],14000000,1.432,6.3,12.0,0,1968,7,18,3,3,actress musical singing,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,,0,"['Drama', 'Romance']",,tt0335119,en,Girl with a Pearl Earring,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",7.008512,/iwapgsiyOLFZCrzDmdspdkrbkIW.jpg,"['Wild Bear Films', 'Archer Street Productions', 'Delux Productions']","['United Kingdom', 'Luxembourg']",8/31/2003,101.0,['English'],Released,Discover the mystery behind the legend.,Girl with a Pearl Earring,"['painter', 'biography', 'painting', 'maid']","['Scarlett Johansson', 'Colin Firth', 'Cillian Murphy']",['Peter Webber'],31466789,8.52,6.6,688.0,0,2003,8,31,6,4,biography maid painter painting,0,0,0,0,0,0,0,1,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,3500000,"['Drama', 'Comedy']",http://sonyclassics.com/thebronze/,tt3859304,en,The Bronze,"In 2004, Hope Ann Greggory became an American hero after winning the bronze medal for the women's gymnastics team. Today, she's still living in her small hometown, washed-up and embittered. Stuck in the past, Hope must reassess her life when a promising young gymnast threatens her local celebrity status.",5.353826000000001,/g9l0GiyeIROAK7r5DbrxBr5LZ1k.jpg,['Duplass Brothers Productions'],['United States of America'],1/22/2016,108.0,['English'],Released,There's no place like third.,The Bronze,"['gymnastics', 'small town', 'gymnast', 'olympic athlete', 'olympic hopeful', 'local celebrity']","['Melissa Rauch', 'Gary Cole']",['Bryan Buckley'],615816,5.617000000000001,5.8,174.0,0,2016,1,22,4,6,gymnast gymnastics local celebrity olympic athlete olympic hopeful small town,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,18000000,['Drama'],http://www.theinformers.com/,tt0865554,en,The Informers,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",6.675032000000001,/xnMtS358tznjBD59M0YQgjsKFFQ.jpg,['Senator Entertainment Co'],"['Germany', 'United States of America']",11/5/2008,98.0,['English'],Released,Greed is good. Sex is easy. Youth is forever.,The Informers,"['sex', 'slice of life', 'hollywood', 'drug', 'hedonism', 'ensemble cast', 'child murder', '1980s', 'dysfunctional', 'intersecting lives']","['Billy Bob Thornton', 'Kim Basinger', 'Mickey Rourke']",['Gregor Jordan'],382174,10.315,4.7,98.0,0,2008,11,5,2,10,1980s child murder drug dysfunctional ensemble cast hedonism hollywood intersecting lives sex slice of life,0,0,0,1,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,4000000,"['Horror', 'Crime', 'Thriller']",,tt0062467,en,Wait Until Dark,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",6.216637,/m44YjHFnLkExI8fiCriJyMqkkpu.jpg,['Warner Bros.'],['United States of America'],10/26/1967,108.0,['English'],Released,A blind woman plays a deadly game of survival.,Wait Until Dark,"['photographer', 'heroin', 'police', 'murder', 'neighbor', 'search', 'doll', 'apartment', 'blindness', 'blind woman']","['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna']",['Terence Young'],11000000,6.542999999999999,7.5,186.0,0,1967,10,26,3,10,apartment blind woman blindness doll heroin murder neighbor photographer police search,0,0,0,1,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
146,,0,"['Drama', 'Mystery', 'Romance']",http://www.frankandlolamovie.com/,tt1290138,en,Frank & Lola,"A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.",3.8058110000000003,/9ZdlnjePpUhxRWz69KjqhIe7H5U.jpg,"['Killer Films', 'Parts and Labor', 'FullDawa Films']",['United States of America'],12/9/2016,88.0,"['English', 'Français']",Released,Love obssesion betrayal revenge,Frank & Lola,"['paris', 'sex', 'jealousy', 'secret', 'restaurant', 'love', 'relationship', 'las vegas', 'chef']","['Michael Shannon', 'Imogen Poots', 'Michael Nyqvist']",['Matthew Ross'],9188,4.923,5.5,81.0,0,2016,12,9,4,9,chef jealousy las vegas love paris relationship restaurant secret sex,0,0,0,0,0,0,0,0,0,0,2,English Français,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,"[{'id': 9338, 'name': 'Police Academy Collection', 'poster_path': '/1VRdXVy2FYlX4EtllnLKWK6kYDJ.jpg', 'backdrop_path': '/RhpI828r9EKPV4x0pyHiqCDZDQ.jpg'}]",0,"['Comedy', 'Crime']",,tt0095882,en,Police Academy 5: Assignment Miami Beach,"The Police Academy misfits travel to Miami, Florida for their academy's commanding officer, Lassard, to receive a prestigious lifetime award pending his retirement, which takes a turn involving a group of jewel thieves after their stolen loot that Lassard unknowingly has in his possession.",10.278957,/iwYu3FsGSNAaDgRC9i9Z7l1iVFm.jpg,['Warner Bros.'],['United States of America'],3/17/1988,90.0,['English'],Released,Hold everything! The cadets are dropping in on Miami Beach for an all new adventure.,Police Academy 5: Assignment Miami Beach,"['handcuffs', 'police operation', 'investigation', 'police everyday life', 'miami beach']","['Bubba Smith', 'David Graf', 'Michael Winslow']",['Alan Myerson'],19510371,8.396,5.0,340.0,1,1988,3,17,3,5,handcuffs investigation miami beach police everyday life police operation,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,,39200000,"['Action', 'Science Fiction', 'Drama']",http://snowpiercer-film.com/,tt1706620,ko,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",14.131905999999999,/oP0ZWr6MsaQ1TV7xvnZJMKSfz0H.jpg,"['CJ Entertainment', 'Opus Pictures', 'Stillking Films', 'SnowPiercer', 'Moho Film']","['South Korea', 'France', 'Czech Republic', 'United States of America']",8/1/2013,126.0,"['English', 'Français', '日本語', '한국어/조선말']",Released,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,"['father son relationship', 'child labour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijacking of train', 'based on comic', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'based on graphic novel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'social class', 'population control', 'perpetual winter', 'city ruin']","['Chris Evans', 'Song Kang-ho', 'Ed Harris']",['Bong Joon-ho'],86758912,13.883,6.8,4458.0,0,2013,8,1,3,24,allegory based on comic based on graphic novel bridge brothel child labour city ruin dam duplicity dystopia father son relationship guilt hijacking of train perpetual winter population control post-apocalyptic pregnant revolt rifle social class train tunnel violence winter,0,0,0,0,0,1,0,0,0,1,4,English Français 日本語 한국어/조선말,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
149,"[{'id': 168880, 'name': 'Beethoven Collection', 'poster_path': '/pdaH4A7ecsThnSX5sOpwrcntziF.jpg', 'backdrop_path': '/ogXWk8vtx6Pn6kEiak8VQmFCqit.jpg'}]",0,"['Comedy', 'Family']",,tt0103786,en,Beethoven,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",9.322716999999999,/rjmkdq77jvcJgXn0E88Fl2Qu7vI.jpg,"['Universal Pictures', 'Northern Lights Entertainment']",['United States of America'],4/3/1992,87.0,['English'],Released,The head of the family is the one with the tail.,Beethoven,"['puppy', ""st. bernard's dog"", 'family']","['Charles Grodin', 'Bonnie Hunt', 'Dean Jones']",['Brian Levant'],147214049,8.932,5.6,859.0,1,1992,4,3,4,3,family puppy st. bernard's dog,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,25000000,"['Thriller', 'Adventure', 'Drama']",,tt1507563,en,Dark Tide,"A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley.""",5.405958,/epv0vYwTaEYmEKTHyImO1WIPyM6.jpg,"['Social Capital', 'Film Afrika Worldwide', 'Lipsync Productions', 'Procinvest Sas', 'Cinedigm', 'Magnet Media Productions', 'Magnet Media Group', 'Mirabelle Pictures', 'Alliance Cinema']","['South Africa', 'United States of America']",3/28/2012,113.0,['English'],Released,"In Shark Alley, courage runs deep.",Dark Tide,"['suspense', 'shark', 'diver', 'diver instructor']","['Halle Berry', 'Olivier Martinez', 'Ralph Brown']",['John Stockwell'],432274,6.5760000000000005,5.0,99.0,0,2012,3,28,2,4,diver diver instructor shark suspense,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,,0,"['Adventure', 'Drama', 'Western']",,tt0081760,en,Windwalker,An ancient Indian warrior who has reached the end of his life is brought back from his 'death' to save his family from a raiding party of enemy Indians in this unique story of 'Indians without a single cowboy.,1.178642,/9TqchxwxJhutkIO3BwdibYcxN8J.jpg,"['Windwalker', 'Santa Fe International']",['United States of America'],12/12/1980,108.0,[],Released,He conquered love and death...now he walks the winds of eternity!,Windwalker,"['mountain', 'kidnapping', 'wind', 'wolf', 'narration', 'snow', 'twins', 'death', 'missing son', 'indigenous peoples']","['Trevor Howard', 'Nick Ramus']",['Kieth Merrill'],18,0.0,0.0,0.0,0,1980,12,12,4,10,death indigenous peoples kidnapping missing son mountain narration snow twins wind wolf,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
152,,0,['Documentary'],,tt5278464,en,Holy Hell,An inside look at a West Hollywood cult formed by a charismatic teacher in the 1980s that eventually imploded.,1.279443,/w48hKxHnYSV4WxR5Hu7ZtVrCHCZ.jpg,"['Whitewater Films', 'Very Special Projects', 'WRA Productions']",['United States of America'],1/25/2016,100.0,['English'],Released,,Holy Hell,"['religious cult', '1980s']",['Will Allen'],['Will Allen'],16905,2.758,7.1,57.0,0,2016,1,25,0,2,1980s religious cult,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,,0,"['Drama', 'Fantasy', 'Horror']",,tt0098061,en,Paperhouse,"Anna is becoming lost in the loneliness of her own world when she discovers she can visit another, a house she has drawn herself and occupied by a young disabled boy. But as she discovers more of the links between her fantasy world and the mundane present, she is drawn only deeper into a dream turning into a nightmare.",3.520171,/oBMWThoPjXHDK0L7AqrpTZxzJzj.jpg,[],['United Kingdom'],1/1/1988,92.0,['English'],Released,A drawing that became a dream. A dream that became reality.,Paperhouse,"['nightmare', 'house']","['Charlotte Burke', 'Glenne Headly', 'Elliott Spiers']",['Bernard Rose'],241,3.603,6.9,53.0,0,1988,1,1,4,2,house nightmare,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
